#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-14T21:10:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a8f53d18970b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/244/21&tab:{J/ApJS/244/21/table3}&key:source=J/ApJS/244/21&HTTPPRM:&&-ref=VIZ62a8f53d18970b&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/244/21/table3
#-order=I
#-out=KIC
#-out=Kpmag
#-out=Q
#-out=Teff
#-out=E_Teff
#-out=e_Teff
#-out=logg
#-out=E_logg
#-out=e_logg
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Prot
#-out=E_Prot
#-out=Sph
#-out=E_Sph
#-out=Fl1
#-out=DMK
#-out=Fl2
#-out=Fl3
#-out=Fl4
#-out=Fl5
#-out=M17
#M17=M17
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22440021
#Name: J/ApJS/244/21
#Title: Surface rotation & activity of Kepler stars. I. (Santos+, 2019)
#Table	J_ApJS_244_21_table3:
#Name: J/ApJS/244/21/table3
#Title: Stellar properties for stars with successfully recovered rotation period
#Column	KIC	(I8)	[892834/12984138] Kepler Input Catalog ID	[ucd=meta.id;meta.main]
#Column	Kpmag	(F6.3)	[9/20]? Kepler magnitude	[ucd=phot.mag;em.opt]
#Column	Q	(A5)	First and last observed Kepler Quarters	[ucd=meta.note]
#Column	Teff	(I4)	[2500/5199] Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(I3)	[0/636] Upper uncertainty on Teff	[ucd=stat.error;stat.max]
#Column	e_Teff	(I3)	[0/706] Lower uncertainty on Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F6.3)	[4.3/5.4] Log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F6.3)	[0/0.3] Upper uncertainty on logg	[ucd=stat.error;stat.max]
#Column	e_logg	(F6.3)	[0/0.9] Lower uncertainty on logg	[ucd=stat.error]
#Column	Mass	(F6.3)	[0.08/1] Mass	[ucd=phys.mass]
#Column	E_Mass	(F6.3)	[0/0.2] Upper uncertainty on Mass	[ucd=stat.error;stat.max]
#Column	e_Mass	(F6.3)	[0/0.3] Lower uncertainty on Mass	[ucd=stat.error;phys.mass]
#Column	Prot	(F6.2)	[0.2/143.1] Rotation period	[ucd=time.period]
#Column	E_Prot	(F5.2)	[0.03/14]? Uncertainty on Prot	[ucd=stat.error;stat.max]
#Column	Sph	(F7.1)	[1.6/65595.7] Photometric activity proxy	[ucd=spect.index]
#Column	E_Sph	(F7.1)	[2.9/11377.5] Uncertainty on Sph	[ucd=stat.error;stat.max]
#Column	Fl1	(I1)	[1]? CP/CB candidate flag (1=Type 1 CP/CB candidate) (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	DMK	(F6.3)	[-1.3/0.8]? Luminosity excess correction (G1)	[ucd=phot.color.excess]
#Column	Fl2	(I1)	[0/1]? GAIA binary flag (G2) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl3	(I1)	[0/1]? GAIA subgiant flag (G3) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl4	(I1)	[0/1]? KOI flag (G4) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl5	(I1)	[0/2]? FliPer Class flag (G5) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	M17	(A3)	Display the data from the KSPC DR25 (Mathur+, 2017, J/ApJS/229/30)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KIC	Kpmag	Q	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	Mass	E_Mass	e_Mass	Prot	E_Prot	Sph	E_Sph	Fl1	DMK	Fl2	Fl3	Fl4	Fl5	M17	Simbad	_RA	_DE
11968265	14.726	 1-17	4410	131	131	 4.698	 0.036	 0.050	 0.607	 0.059	 0.053	 27.80	 1.98	 1431.3	   39.9	 	      	0	0	 	0	M17	Simbad	294.25735	+50.35929
11968389	14.985	 1-17	5019	164	164	 4.455	 0.119	 0.272	 0.835	 0.062	 0.055	 22.11	 3.20	  508.8	   20.7	 	      	 	 	 	0	M17	Simbad	294.31296	+50.38359
11968404	10.777	 0-17	5132	 82	 82	 4.584	 0.009	 0.077	 0.899	 0.025	 0.055	 27.99	 2.51	 1129.1	   28.0	 	      	 	 	 	0	M17	Simbad	294.31680	+50.31457
11968442	14.811	 1-17	5007	151	136	 4.525	 0.078	 0.052	 0.749	 0.093	 0.057	 21.21	 1.66	 2692.9	   81.0	 	      	0	0	 	0	M17	Simbad	294.33261	+50.34622
11968955	15.618	 1-17	4501	134	134	 4.634	 0.054	 0.027	 0.608	 0.073	 0.043	 12.88	 0.92	 2219.9	   93.0	 	      	0	0	 	0	M17	Simbad	294.57062	+50.32922
11969326	15.194	 1-17	5151	154	154	 4.563	 0.084	 0.049	 0.682	 0.090	 0.042	  9.54	 0.61	   97.6	   16.0	 	      	1	0	 	0	M17	Simbad	294.74695	+50.34353
11969678	13.918	 1-17	4355	118	131	 4.661	 0.058	 0.027	 0.567	 0.061	 0.042	 36.93	 3.44	 1996.0	   44.9	 	      	0	0	 	0	M17	Simbad	294.90405	+50.32778
11970042	13.937	 1-17	4192	113	138	 4.657	 0.060	 0.024	 0.577	 0.058	 0.052	 23.37	 1.69	 3185.3	   87.9	 	      	0	0	 	0	M17	Simbad	295.07864	+50.37121
11970664	16.476	 3- 5	4434	156	172	 4.607	 0.049	 0.025	 0.662	 0.066	 0.054	 20.21	 1.76	  587.5	   40.9	 	      	0	0	 	0	M17	Simbad	295.39221	+50.35704
11971323	14.599	 1-17	4858	131	146	 4.564	 0.066	 0.038	 0.705	 0.088	 0.054	 19.66	 1.56	 3254.9	   99.6	 	      	0	0	 	0	M17	Simbad	295.67404	+50.34154
11971639	13.929	 1-17	5168	138	138	 4.577	 0.078	 0.045	 0.668	 0.087	 0.037	 15.53	 1.20	 4846.8	  161.7	 	      	 	 	 	0	M17	Simbad	295.80252	+50.36511
11971866	16.226	 3-17	5139	179	179	 4.519	 0.072	 0.080	 0.799	 0.095	 0.066	 23.70	 2.41	 1778.6	   81.4	 	      	0	0	 	0	M17	Simbad	295.88538	+50.32452
11972521	14.565	 1-17	4229	127	127	 4.654	 0.056	 0.024	 0.580	 0.063	 0.052	 12.61	 0.85	 3002.6	  115.1	 	      	0	0	 	0	M17	Simbad	296.19913	+50.37476
11972731	15.588	 1-17	4332	129	129	 4.628	 0.052	 0.021	 0.623	 0.068	 0.050	 36.93	 3.17	 1779.9	   45.5	 	      	0	0	 	0	M17	Simbad	296.28253	+50.30133
11973517	15.697	 1-17	4430	119	133	 4.616	 0.052	 0.020	 0.638	 0.068	 0.051	 35.92	 2.89	  808.0	   26.1	 	      	0	0	1	2	M17	Simbad	296.59799	+50.35665
11973544	15.449	 1-17	4332	117	143	 4.641	 0.056	 0.024	 0.597	 0.066	 0.050	 38.50	 4.19	 1526.9	   38.6	 	      	0	0	 	0	M17	Simbad	296.60977	+50.37114
11973659	15.729	 1-17	4479	134	134	 4.636	 0.042	 0.032	 0.644	 0.063	 0.057	 18.86	 1.42	 2986.2	  100.4	 	      	0	0	 	0	M17	Simbad	296.65881	+50.31833
11973944	11.786	 0-17	4739	 85	 76	 4.636	 0.012	 0.048	 0.763	 0.027	 0.050	  6.22	 0.58	 6754.2	  348.5	 	-1.246	 	 	 	0	M17	Simbad	296.77618	+50.36868
11973975	14.963	 1-17	4243	129	129	 4.612	 0.049	 0.017	 0.655	 0.052	 0.052	 39.31	 4.00	 1603.2	   37.8	 	      	0	0	 	0	M17	Simbad	296.78970	+50.39755
11974160	13.336	 0-17	4906	 78	 78	 4.573	 0.056	 0.017	 0.687	 0.056	 0.026	 18.09	 1.49	 3356.8	  104.0	 	      	1	0	 	0	M17	Simbad	296.86188	+50.32089
11974297	15.120	 1-17	4948	136	136	 4.607	 0.032	 0.059	 0.782	 0.064	 0.078	 27.42	 2.04	 3983.2	  104.0	 	      	0	0	 	0	M17	Simbad	296.91263	+50.30454
11974553	14.610	 1-17	5120	170	139	 4.478	 0.100	 0.100	 0.797	 0.092	 0.057	  9.83	 0.83	 2486.5	  118.4	 	      	0	0	 	0	M17	Simbad	297.01376	+50.36268
11974938	14.710	 1-17	3749	117	143	 4.674	 0.067	 0.022	 0.582	 0.037	 0.061	 42.72	 3.54	 2221.7	   47.6	 	      	0	0	 	0	M17	Simbad	297.17587	+50.33040
11975199	14.783	 1-17	5147	153	153	 4.497	 0.094	 0.077	 0.768	 0.106	 0.057	 12.70	 1.03	 2844.4	  110.0	 	      	0	0	 	0	M17	Simbad	297.27322	+50.34158
11975232	15.636	 4-17	3996	 47	 47	 4.681	 0.026	 0.012	 0.573	 0.024	 0.019	 27.61	 4.63	 1771.9	   52.7	 	      	0	0	 	0	M17	Simbad	297.28339	+50.38603
11975487	15.608	 1-17	4886	159	145	 4.533	 0.072	 0.042	 0.750	 0.076	 0.055	 13.81	 1.22	 1433.2	   62.6	 	      	0	0	 	0	M17	Simbad	297.38647	+50.33659
12003481	14.247	 1-17	5101	152	137	 4.562	 0.077	 0.056	 0.687	 0.092	 0.042	 22.11	 2.14	 1117.4	   41.6	 	      	0	0	 	0	M17	Simbad	285.59845	+50.45061
12003518	13.663	 1-17	4843	129	129	 4.486	 0.081	 0.648	 0.809	 0.051	 0.041	 26.30	 2.61	  287.9	   12.5	 	      	1	0	 	0	M17	Simbad	285.62534	+50.40181
12003924	15.722	 1-17	4370	132	132	 4.651	 0.018	 0.046	 0.736	 0.028	 0.064	 30.63	 2.83	  770.6	   32.0	 	      	0	0	 	0	M17	Simbad	285.91342	+50.48126
12004341	16.491	 9- 9	4304	153	170	 4.662	 0.058	 0.027	 0.570	 0.062	 0.051	 16.08	 1.21	  996.5	   89.5	 	      	0	0	 	0	M17	Simbad	286.18127	+50.48125
12004656	15.521	 1-17	3932	229	252	 4.745	 0.130	 0.070	 0.548	 0.074	 0.137	 31.27	 2.76	 1125.2	   40.0	 	      	 	 	 	0	M17	Simbad	286.40900	+50.41811
12004954	15.779	 4-17	5011	192	174	 4.539	 0.048	 0.066	 0.842	 0.055	 0.068	 19.66	 1.52	 2963.1	  122.8	 	      	0	0	 	0	M17	Simbad	286.61316	+50.48901
12005016	15.566	 1-17	3602	 87	 97	 4.833	 0.060	 0.045	 0.442	 0.043	 0.065	 22.74	 1.78	 1020.7	   41.7	 	      	0	0	 	2	M17	Simbad	286.66483	+50.48001
12006322	14.990	 1-17	4287	129	129	 4.609	 0.052	 0.017	 0.656	 0.051	 0.057	 17.48	 1.57	  923.0	   36.0	 	      	0	0	 	0	M17	Simbad	287.62341	+50.49061
12006467	15.806	 1-17	4263	128	128	 4.668	 0.028	 0.042	 0.663	 0.044	 0.061	 24.20	 1.74	 3184.3	   94.4	 	      	0	0	 	0	M17	Simbad	287.73276	+50.48911
12006469	15.286	 1-17	5199	171	140	 4.454	 0.117	 0.143	 0.812	 0.096	 0.064	 30.21	 3.80	  348.4	   15.3	 	      	 	 	 	0	M17	Simbad	287.73410	+50.42629
12006498	15.697	 1-17	5098	168	153	 4.549	 0.054	 0.066	 0.807	 0.081	 0.066	 14.39	 1.10	 4379.6	  161.6	 	      	0	0	 	0	M17	Simbad	287.75543	+50.49499
12006680	15.221	 1-17	4596	138	138	 4.590	 0.056	 0.024	 0.683	 0.070	 0.056	 14.00	 1.34	 1387.8	   57.5	 	      	0	0	 	0	M17	Simbad	287.86514	+50.43338
12006729	15.159	 4-17	4813	170	170	 4.565	 0.066	 0.039	 0.706	 0.088	 0.054	 22.74	 1.75	  610.0	   23.9	 	      	0	0	 	0	M17	Simbad	287.89883	+50.46440
12006812	14.662	 1-17	4963	151	136	 4.527	 0.077	 0.056	 0.751	 0.085	 0.057	 21.96	 1.85	 1625.6	   50.0	 	      	0	0	 	0	M17	Simbad	287.94858	+50.47026
12006927	14.683	 1-17	3957	 71	 79	 4.692	 0.030	 0.017	 0.564	 0.028	 0.026	 19.12	 1.63	 1195.4	   41.1	 	      	0	0	 	0	M17	Simbad	288.00412	+50.49029
12007318	15.936	 4-17	4209	147	162	 4.648	 0.056	 0.024	 0.591	 0.065	 0.059	 31.27	 2.04	 1922.0	   55.3	 	      	0	0	 	0	M17	Simbad	288.20645	+50.43260
12007544	15.739	 1-17	3764	103	114	 4.730	 0.052	 0.028	 0.523	 0.039	 0.046	  2.73	 0.19	17058.4	 1353.0	1	      	0	0	 	2	M17	Simbad	288.32190	+50.48953
12007684	15.642	 1-17	3458	 55	 55	 4.889	 0.040	 0.032	 0.368	 0.040	 0.045	 33.29	 2.37	 1881.5	   50.5	 	      	0	0	 	0	M17	Simbad	288.39948	+50.46013
12007765	16.906	 9- 9	3989	125	139	 4.714	 0.044	 0.040	 0.581	 0.048	 0.064	 15.32	 1.83	 1281.4	  121.6	 	      	0	0	 	2	M17	Simbad	288.44446	+50.45632
12008200	16.527	 9- 9	3827	115	115	 4.728	 0.058	 0.031	 0.526	 0.045	 0.054	 27.04	 3.02	 1633.8	  122.9	 	      	0	0	 	0	M17	Simbad	288.69186	+50.41536
12008551	16.547	17-17	3719	100	111	 4.688	 0.067	 0.018	 0.569	 0.032	 0.060	  0.90	     	 1175.8	  270.2	 	      	0	0	 	0	M17	Simbad	288.89633	+50.42072
12008587	15.262	 1-17	4860	144	158	 4.513	 0.078	 0.042	 0.791	 0.062	 0.051	 28.78	 2.82	  566.6	   20.7	 	      	0	0	 	0	M17	Simbad	288.91525	+50.48751
12008740	14.711	 1-17	4865	145	130	 4.531	 0.060	 0.040	 0.818	 0.047	 0.057	 26.67	 1.93	 2656.2	   71.1	 	      	 	 	 	0	M17	Simbad	288.99561	+50.42406
12008865	15.253	 1-17	5066	164	149	 4.443	 0.121	 0.135	 0.848	 0.062	 0.055	 24.03	 2.06	 2122.2	   63.2	 	      	0	0	 	0	M17	Simbad	289.06299	+50.40328
12009004	15.902	 1-17	4359	132	132	 4.646	 0.021	 0.039	 0.718	 0.032	 0.064	 16.64	 1.29	 2373.5	   89.5	 	      	1	0	 	0	M17	Simbad	289.14371	+50.49760
12009086	15.654	 1-17	4635	139	139	 4.653	 0.054	 0.032	 0.586	 0.062	 0.033	 29.38	 2.12	 2034.8	   57.4	 	      	0	0	 	0	M17	Simbad	289.19226	+50.49040
12009213	16.805	 9- 9	3569	 42	 48	 4.820	 0.036	 0.024	 0.439	 0.031	 0.031	 19.39	 1.60	 5843.8	  345.7	 	      	0	0	 	0	M17	Simbad	289.26755	+50.49433
12009347	15.561	 1-17	4416	132	132	 4.570	 0.056	 0.016	 0.728	 0.037	 0.046	  5.84	 0.41	13462.2	  732.3	1	      	0	0	 	2	M17	Simbad	289.34863	+50.48286
12009768	15.931	 1-17	4424	119	133	 4.627	 0.049	 0.025	 0.628	 0.068	 0.051	 32.83	 2.03	 1178.2	   37.3	 	      	0	0	 	0	M17	Simbad	289.60309	+50.49328
12009867	13.861	 1-17	5168	170	154	 4.446	 0.119	 0.238	 0.827	 0.088	 0.064	 11.14	 0.91	 3317.9	  132.3	 	      	0	0	 	0	M17	Simbad	289.65967	+50.47481
12010023	15.201	 1-17	4531	122	136	 4.636	 0.035	 0.035	 0.674	 0.061	 0.061	 21.08	 2.01	  376.7	   18.6	 	      	1	0	 	0	M17	Simbad	289.74316	+50.42091
12010035	14.251	 1-17	5126	154	138	 4.568	 0.078	 0.052	 0.678	 0.090	 0.042	 25.76	 2.37	  261.1	   10.7	 	      	0	0	 	0	M17	Simbad	289.75027	+50.45258
12010404	15.909	 2-15	5172	153	153	 4.594	 0.036	 0.084	 0.822	 0.073	 0.082	 26.12	 1.73	  587.6	   34.1	 	      	0	0	 	0	M17	Simbad	289.94888	+50.44689
12010688	16.451	14-17	3727	118	148	 4.679	 0.072	 0.022	 0.576	 0.036	 0.062	  2.75	 0.22	   50.3	   62.6	 	      	 	 	 	0	M17	Simbad	290.11078	+50.40786
12011367	15.631	 1-17	3929	 46	 50	 4.723	 0.017	 0.025	 0.564	 0.018	 0.027	 15.53	 1.19	 2166.7	   83.1	 	      	0	0	 	0	M17	Simbad	290.53409	+50.43521
12011391	13.724	 1-17	4665	167	167	 4.588	 0.048	 0.032	 0.717	 0.064	 0.058	 47.07	 3.08	  279.0	    7.5	 	      	0	0	 	0	M17	Simbad	290.54889	+50.49547
12011460	14.801	 1-17	4770	143	129	 4.582	 0.036	 0.040	 0.781	 0.047	 0.065	 35.68	 6.05	 1248.5	   31.6	 	      	0	0	 	0	M17	Simbad	290.59354	+50.49184
12011597	15.647	 2-17	4665	139	139	 4.584	 0.059	 0.027	 0.684	 0.076	 0.051	 13.15	 0.92	  413.4	   28.6	 	      	 	 	 	0	M17	Simbad	290.67288	+50.41388
12011599	14.986	 1-17	5121	168	153	 4.543	 0.065	 0.065	 0.763	 0.090	 0.065	 13.06	 0.94	  531.0	   27.7	 	      	 	 	 	0	M17	Simbad	290.67349	+50.41475
12011635	15.524	 1-17	3725	 66	 74	 4.787	 0.060	 0.035	 0.473	 0.043	 0.047	 26.85	 2.47	  184.7	   13.5	 	      	0	0	 	0	M17	Simbad	290.69226	+50.42197
12011815	15.208	 1-17	4863	146	131	 4.651	 0.031	 0.063	 0.731	 0.061	 0.081	 30.00	 2.75	  472.4	   17.9	 	      	0	0	 	0	M17	Simbad	290.81311	+50.48862
12011836	14.466	 1-17	5040	164	149	 4.441	 0.117	 0.292	 0.842	 0.063	 0.048	 36.18	 3.12	  759.5	   20.1	 	      	0	0	 	0	M17	Simbad	290.82727	+50.45376
12011958	15.530	 1-17	5067	152	152	 4.610	 0.022	 0.088	 0.855	 0.048	 0.090	 17.35	 1.27	 7731.5	  248.6	 	      	0	0	 	0	M17	Simbad	290.91208	+50.46882
12012229	15.704	 1-17	4907	148	148	 4.623	 0.027	 0.068	 0.796	 0.055	 0.083	 26.30	 2.40	 1715.7	   53.1	 	      	0	0	 	2	M17	Simbad	291.08347	+50.45954
12012529	15.110	 1-17	4789	143	143	 4.620	 0.027	 0.054	 0.772	 0.053	 0.071	 39.59	 3.60	 1022.5	   26.3	 	      	0	0	 	0	M17	Simbad	291.26486	+50.41344
12012729	16.284	 9- 9	3604	 72	 79	 4.836	 0.050	 0.041	 0.444	 0.035	 0.059	 17.72	 1.40	 2833.6	  175.2	 	      	0	0	 	0	M17	Simbad	291.38757	+50.49698
12013206	15.118	 1-17	4955	150	150	 4.567	 0.041	 0.054	 0.794	 0.063	 0.070	 28.58	 5.00	  813.3	   26.0	 	      	0	0	 	0	M17	Simbad	291.68225	+50.43546
12013242	15.977	 1-17	3642	 58	 58	 4.781	 0.039	 0.025	 0.475	 0.032	 0.032	 45.16	 3.15	 2390.4	   55.2	 	      	0	0	 	0	M17	Simbad	291.70517	+50.44482
12013322	15.964	 1-17	3739	 59	 74	 4.810	 0.040	 0.044	 0.482	 0.034	 0.047	 36.68	 3.21	  818.2	   28.0	 	      	0	0	 	0	M17	Simbad	291.75763	+50.45280
12017339	15.617	 2-17	4843	144	144	 4.486	 0.095	 0.086	 0.809	 0.051	 0.041	 32.15	 2.81	 1219.5	   36.3	 	      	0	0	 	0	M17	Simbad	293.99142	+50.40342
12017533	15.698	 1-17	4272	127	140	 4.708	 0.045	 0.045	 0.569	 0.057	 0.051	 37.71	 2.88	 2263.7	   55.7	 	      	0	0	 	0	M17	Simbad	294.06686	+50.45252
12017704	15.869	 1-17	3903	 54	 62	 4.727	 0.020	 0.025	 0.556	 0.020	 0.028	 14.10	 1.26	 1422.1	   64.5	 	      	0	0	 	0	M17	Simbad	294.14719	+50.40693
12017880	15.219	 1-17	5058	151	151	 4.610	 0.030	 0.075	 0.827	 0.057	 0.085	 13.53	 1.11	 1232.5	   53.1	 	      	0	0	 	0	M17	Simbad	294.24698	+50.49180
12018329	14.884	 1-17	5069	164	149	 4.461	 0.116	 0.174	 0.825	 0.074	 0.055	 15.64	 1.23	 3758.5	  129.2	 	      	0	0	 	0	M17	Simbad	294.46658	+50.49795
12018335	16.127	 9- 9	4381	153	168	 4.655	 0.024	 0.044	 0.693	 0.046	 0.069	 10.98	 0.74	 1285.3	   93.6	 	      	0	0	 	0	M17	Simbad	294.47021	+50.40478
12018467	15.546	 2- 3	5061	151	136	 4.545	 0.075	 0.067	 0.714	 0.100	 0.050	 20.21	 1.74	  191.2	   20.7	 	      	0	0	 	0	M17	Simbad	294.52814	+50.47205
12018804	15.518	 1-17	5090	151	151	 4.593	 0.022	 0.088	 0.870	 0.049	 0.085	 24.20	 2.12	 1247.8	   41.9	 	      	0	0	 	0	M17	Simbad	294.68799	+50.49627
12018805	13.824	 1-17	4428	118	144	 4.641	 0.056	 0.024	 0.597	 0.065	 0.047	 15.97	 1.25	 1190.5	   42.3	 	      	0	0	 	0	M17	Simbad	294.68805	+50.44441
12018926	15.920	 1-17	3530	 57	 64	 4.876	 0.048	 0.040	 0.390	 0.042	 0.056	 41.55	 3.72	 1367.4	   36.9	 	      	0	0	 	0	M17	Simbad	294.75464	+50.43156
12019306	14.409	 1-17	4344	118	131	 4.644	 0.052	 0.024	 0.592	 0.069	 0.048	 36.68	 3.11	 1974.6	   45.5	 	      	0	0	 	0	M17	Simbad	294.93665	+50.47296
12019560	14.133	 1-17	4327	117	143	 4.639	 0.052	 0.024	 0.600	 0.066	 0.050	 28.99	 2.70	  372.1	   12.5	 	      	0	0	 	0	M17	Simbad	295.05621	+50.47543
12019939	15.109	 3-15	5151	181	181	 4.504	 0.072	 0.088	 0.850	 0.076	 0.068	  7.05	 0.52	 5404.0	  306.3	 	      	0	0	 	0	M17	Simbad	295.26599	+50.47186
12020316	13.954	 1-17	4841	144	129	 4.533	 0.072	 0.039	 0.756	 0.072	 0.054	 37.71	 4.21	  835.3	   20.3	 	      	0	0	 	0	M17	Simbad	295.44589	+50.43119
12020341	15.241	 1-17	4461	121	134	 4.612	 0.052	 0.024	 0.652	 0.067	 0.054	 21.36	 2.00	 1581.8	   52.0	 	      	0	0	 	0	M17	Simbad	295.46063	+50.41768
12021973	15.307	 1-17	4577	136	136	 4.605	 0.052	 0.024	 0.652	 0.077	 0.051	 17.35	 1.45	 1919.0	   68.5	 	      	 	 	 	0	M17	Simbad	296.16489	+50.47307
12022438	15.017	 1-17	5176	153	138	 4.636	 0.033	 0.083	 0.768	 0.073	 0.081	 21.36	 1.82	  719.3	   27.0	 	      	0	0	 	0	M17	Simbad	296.34579	+50.46570
12022448	15.397	 1-17	5106	154	154	 4.585	 0.028	 0.083	 0.856	 0.056	 0.084	 28.58	 2.47	 1322.4	   39.6	 	      	0	0	 	0	M17	Simbad	296.35178	+50.45898
12022457	15.501	 1-17	5048	151	136	 4.654	 0.035	 0.060	 0.685	 0.073	 0.049	 31.06	 1.63	  449.0	   26.2	 	      	 	 	 	0	M17	Simbad	296.35489	+50.44147
12022669	15.755	 1-17	4464	133	133	 4.612	 0.053	 0.025	 0.643	 0.070	 0.051	 26.85	 2.43	  170.5	   14.9	 	      	0	0	 	0	M17	Simbad	296.43094	+50.45714
12022762	15.705	 4-17	5188	179	179	 4.613	 0.036	 0.084	 0.822	 0.065	 0.098	 25.94	 2.55	  464.9	   22.1	 	      	0	0	 	0	M17	Simbad	296.46161	+50.45919
12022934	15.806	 1-17	5140	225	204	 4.581	 0.042	 0.078	 0.794	 0.090	 0.073	 27.61	 2.20	 1533.6	   48.2	 	      	0	0	 	0	M17	Simbad	296.52640	+50.49799
12023551	14.364	 1-17	4548	137	137	 4.580	 0.039	 0.025	 0.769	 0.032	 0.052	 38.24	 3.44	 1512.2	   34.9	 	      	1	0	 	0	M17	Simbad	296.78824	+50.48563
12024088	15.622	 4-17	4502	161	161	 4.600	 0.056	 0.024	 0.664	 0.067	 0.054	 21.81	 2.15	  459.4	   23.3	 	      	 	 	 	0	M17	Simbad	297.00970	+50.48751
12024198	15.933	 4-17	5149	180	180	 4.592	 0.026	 0.097	 0.876	 0.057	 0.092	 28.58	 2.23	 2186.6	   64.2	 	      	0	0	 	0	M17	Simbad	297.05783	+50.43561
12024287	13.380	 0-17	4497	134	134	 4.683	 0.052	 0.032	 0.559	 0.050	 0.032	 36.94	 3.60	  941.9	   22.0	 	      	0	0	 	0	M17	Simbad	297.10236	+50.47508
12052230	15.671	 1-17	3555	 57	 71	 4.868	 0.044	 0.040	 0.404	 0.038	 0.052	 35.43	 2.88	 1256.9	   38.8	 	      	0	0	 	0	M17	Simbad	285.59650	+50.51497
12052290	15.625	 1-17	4435	119	133	 4.662	 0.036	 0.036	 0.632	 0.063	 0.057	 26.30	 2.26	 4678.5	  159.3	 	      	0	0	 	0	M17	Simbad	285.63165	+50.51075
12053599	14.773	 1-17	4647	139	139	 4.645	 0.056	 0.028	 0.596	 0.068	 0.034	 25.94	 2.59	 1367.7	   47.8	 	      	1	0	 	0	M17	Simbad	286.53217	+50.53981
12055131	16.384	 4- 4	3989	 79	 87	 4.714	 0.020	 0.030	 0.581	 0.023	 0.032	 26.85	 2.32	 3393.2	  214.7	 	      	0	0	 	0	M17	Simbad	287.59271	+50.57517
12055214	15.315	 1-17	4987	164	149	 4.428	 0.122	 0.458	 0.845	 0.053	 0.044	 25.58	 2.06	 3382.1	   93.4	 	      	0	0	 	0	M17	Simbad	287.65753	+50.58846
12055234	15.823	 1-17	3942	 63	 71	 4.716	 0.027	 0.030	 0.570	 0.033	 0.041	 29.38	 2.06	 1712.2	   51.1	 	      	 	 	 	2	M17	Simbad	287.67151	+50.50297
12055280	15.086	 1-17	4983	149	149	 4.512	 0.088	 0.064	 0.771	 0.083	 0.060	 23.54	 1.99	 1967.2	   58.9	 	      	0	0	 	0	M17	Simbad	287.70532	+50.50781
12055392	15.244	 1-17	5182	154	154	 4.556	 0.052	 0.078	 0.798	 0.089	 0.074	 19.93	 1.78	 1516.8	   52.0	 	      	 	 	 	0	M17	Simbad	287.77365	+50.58106
12055458	14.915	 1-17	3900	117	128	 4.727	 0.044	 0.040	 0.555	 0.041	 0.056	 15.21	 1.20	 1937.0	   71.4	 	      	0	0	 	0	M17	Simbad	287.82236	+50.56541
12055805	14.758	 1-17	3591	 86	 97	 4.808	 0.071	 0.038	 0.451	 0.050	 0.066	 35.43	 3.20	  958.5	   25.3	 	      	0	0	 	0	M17	Simbad	288.03009	+50.57215
12056044	15.789	 2-17	5137	169	154	 4.557	 0.036	 0.084	 0.867	 0.059	 0.079	 30.00	 2.34	 1216.4	   38.7	 	      	0	0	 	0	M17	Simbad	288.17471	+50.55525
12056160	14.058	 1-17	4623	125	139	 4.674	 0.054	 0.031	 0.566	 0.047	 0.031	 30.42	 2.76	  724.5	   20.2	 	      	1	0	 	0	M17	Simbad	288.24991	+50.53313
12056457	15.002	 1-17	4851	145	130	 4.624	 0.060	 0.035	 0.626	 0.075	 0.034	 18.60	 1.44	 3188.5	  102.1	 	      	0	0	 	0	M17	Simbad	288.41998	+50.53860
