kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
9471974,K00119.01,Kepler-108 b,CONFIRMED,5626,,2017ApJS..229...30M,nan,nan,,100,5,,,,438,402,220,8.2,10.26133/NEA4,49.18,418,0,1,--,$438^{+402}_{-220}$,No
9471974,K00119.02,Kepler-108 c,CONFIRMED,5626,,2017ApJS..229...30M,nan,nan,,100,5,,,,438,402,220,7.78,10.26133/NEA4,190.32,418,4,1,--,$438^{+402}_{-220}$,No
9139084,K00323.01,Kepler-523 b,CONFIRMED,5267,86,2020AJ....159..280B,7.60,0.08,2021ApJS..255...17S,49,4,444,87,114,1824,2706,1047,1.9,2022AJ....163..179P,5.84,0,0,1,$444^{+87}_{-114}$,$1824^{+2706}_{-1047}$,Maybe
9532052,K02115.01,Kepler-67 b,CONFIRMED,5126,98,2020AJ....159..280B,10.39,0.10,2021ApJS..255...17S,83,10,877,107,120,458,451,206,2.96,2020AJ....160..108B,15.73,0,0,1,$877^{+107}_{-120}$,$458^{+451}_{-206}$,Yes
10666592,K00002.01,Kepler-2 b,CONFIRMED,6436,132,2020AJ....159..280B,nan,nan,,83,4,,,,485,924,353,16.42,2022AJ....163..179P,2.2,7,0,1,--,$485^{+924}_{-353}$,--
3642335,K03010.01,Kepler-1410 b,CONFIRMED,3808,76,2019ApJS..244...21S,14.19,0.14,2019ApJS..244...21S,-21,24,489,539,166,,,,1.39,10.26133/NEA4,60.87,512,0,1,$489^{+539}_{-166}$,$> 80$,Yes
11125797,K03371.02,Kepler-1482 b,CONFIRMED,5330,85,2020AJ....159..280B,7.70,0.08,2021ApJS..255...17S,52,3,491,76,91,1630,2285,904,1.0,10.26133/NEA4,12.25,640,0,1,$491^{+76}_{-91}$,$1630^{+2285}_{-904}$,Maybe
8424002,K03497.01,Kepler-1512 b,CONFIRMED,4894,65,2020AJ....159..280B,9.33,0.09,2018MNRAS.474.2094A,14,8,505,135,115,,,,0.8,10.26133/NEA4,20.36,2690,4,1,$505^{+135}_{-115}$,$> 295$,Yes
4164922,K03864.01,Kepler-1698 b,CONFIRMED,4866,79,2020AJ....159..280B,9.49,0.09,2019ApJS..244...21S,2,8,518,151,123,,,,0.9,2022AJ....163..179P,1.21,0,0,1,$518^{+151}_{-123}$,$> 358$,Yes
7935997,K05447.02,Kepler-1629 b,CONFIRMED,5585,93,2020AJ....159..280B,7.45,0.07,2021ApJS..255...17S,,,529,62,62,,,,0.67,2020AJ....160..108B,3.88,0,0,0,$529^{+62}_{-62}$,--,--
5177859,K04246.01,Kepler-1576 b,CONFIRMED,5794,90,2020AJ....159..280B,7.09,0.07,SantosPrivComm,17,8,559,102,71,,,,0.9,2020AJ....160..108B,6.98,0,0,1,$559^{+102}_{-71}$,$> 613$,Yes
4271474,K03324.01,Kepler-1469 b,CONFIRMED,5356,110,2020AJ....159..280B,8.15,0.08,2021ApJS..255...17S,-5,25,562,75,82,,,,2.53,2020AJ....160..108B,21.86,0,0,1,$562^{+75}_{-82}$,$> 535$,Yes
9909735,K01779.01,Kepler-318 b,CONFIRMED,5799,90,2020AJ....159..280B,7.09,0.07,2021ApJS..255...17S,65,3,562,105,72,1507,1876,858,3.97,2022AJ....163..179P,4.66,0,0,1,$562^{+105}_{-72}$,$1507^{+1876}_{-858}$,Yes
9909735,K01779.02,Kepler-318 c,CONFIRMED,5799,90,2020AJ....159..280B,7.09,0.07,2021ApJS..255...17S,65,3,562,105,72,1507,1876,858,3.1,2022AJ....163..179P,11.82,0,4,1,$562^{+105}_{-72}$,$1507^{+1876}_{-858}$,Yes
9790806,K02035.01,Kepler-1066 b,CONFIRMED,5847,88,2020AJ....159..280B,7.00,0.07,2021ApJS..255...17S,60,4,587,152,84,2018,2616,1187,1.96,2022AJ....163..179P,1.93,0,4,1,$587^{+152}_{-84}$,$2018^{+2616}_{-1187}$,Maybe
3967326,K02084.01,Kepler-1792 b,CONFIRMED,4942,115,2020AJ....159..280B,9.49,0.09,2021ApJS..255...17S,13,11,587,155,144,,,,2.15,2020AJ....160..108B,4.2,0,0,1,$587^{+155}_{-144}$,$> 312$,Yes
5280587,K03274.01,Kepler-1451 b,CONFIRMED,5675,102,2020AJ....159..280B,7.82,0.08,2021ApJS..255...17S,42,4,597,79,65,,,,2.33,2020AJ....160..108B,35.62,0,0,1,$597^{+79}_{-65}$,$> 316$,Yes
4278221,K01615.01,Kepler-908 b,CONFIRMED,5670,98,2020AJ....159..280B,7.88,0.08,2018MNRAS.474.2094A,67,4,602,77,64,1317,1607,724,1.36,2022AJ....163..179P,1.34,2560,0,1,$602^{+77}_{-64}$,$1317^{+1607}_{-724}$,Yes
8564674,K02022.01,Kepler-349 b,CONFIRMED,5756,92,2020AJ....159..280B,7.71,0.08,2021ApJS..255...17S,64,6,617,102,72,1686,2185,976,1.99,2020AJ....160..108B,5.93,0,0,1,$617^{+102}_{-72}$,$1686^{+2185}_{-976}$,Yes
8564674,K02022.02,Kepler-349 c,CONFIRMED,5756,92,2020AJ....159..280B,7.71,0.08,2021ApJS..255...17S,64,6,617,102,72,1686,2185,976,1.97,2020AJ....160..108B,12.25,0,0,1,$617^{+102}_{-72}$,$1686^{+2185}_{-976}$,Yes
11773022,K00620.01,Kepler-51 b,CONFIRMED,5635,100,2020AJ....159..280B,8.14,0.08,2021ApJS..255...17S,48,8,623,75,65,,,,6.62,2020AJ....160..108B,45.16,0,0,1,$623^{+75}_{-65}$,$> 258$,Yes
11773022,K00620.03,Kepler-51 c,CONFIRMED,5635,100,2020AJ....159..280B,8.14,0.08,2021ApJS..255...17S,48,8,623,75,65,,,,5.49,2020AJ....160..108B,85.32,0,4,1,$623^{+75}_{-65}$,$> 258$,Yes
11773022,K00620.02,Kepler-51 d,CONFIRMED,5635,100,2020AJ....159..280B,8.14,0.08,2021ApJS..255...17S,48,8,623,75,65,,,,9.04,2020AJ....160..108B,130.18,0,0,1,$623^{+75}_{-65}$,$> 258$,Yes
9898447,K02803.01,Kepler-1877 b,CONFIRMED,5506,95,2020AJ....159..280B,8.37,0.08,2021ApJS..255...17S,3,12,624,69,65,,,,0.55,2022AJ....163..179P,2.38,0,0,1,$624^{+69}_{-65}$,$> 726$,Maybe
9963524,K00720.04,Kepler-221 b,CONFIRMED,5070,84,2020AJ....159..280B,9.30,0.09,2021ApJS..255...17S,21,5,636,120,115,,,,1.51,2022AJ....163..179P,2.8,0,0,1,$636^{+120}_{-115}$,$> 341$,Yes
9963524,K00720.01,Kepler-221 c,CONFIRMED,5070,84,2020AJ....159..280B,9.30,0.09,2021ApJS..255...17S,21,5,636,120,115,,,,2.86,2022AJ....163..179P,5.69,0,0,1,$636^{+120}_{-115}$,$> 341$,Yes
9963524,K00720.02,Kepler-221 d,CONFIRMED,5070,84,2020AJ....159..280B,9.30,0.09,2021ApJS..255...17S,21,5,636,120,115,,,,2.57,2022AJ....163..179P,10.04,0,0,1,$636^{+120}_{-115}$,$> 341$,Yes
9963524,K00720.03,Kepler-221 e,CONFIRMED,5070,84,2020AJ....159..280B,9.30,0.09,2021ApJS..255...17S,21,5,636,120,115,,,,2.58,2022AJ....163..179P,18.37,0,4,1,$636^{+120}_{-115}$,$> 341$,Yes
7582689,K03097.02,Kepler-431 b,CONFIRMED,6259,129,2020AJ....159..280B,16.16,0.21,2018MNRAS.474.2094A,80,3,,,,671,1092,458,0.93,2022AJ....163..179P,6.8,2055,4,1,--,$671^{+1092}_{-458}$,--
7582689,K03097.03,Kepler-431 c,CONFIRMED,6259,129,2020AJ....159..280B,16.16,0.21,2018MNRAS.474.2094A,80,3,,,,671,1092,458,0.93,2022AJ....163..179P,8.7,2055,4,1,--,$671^{+1092}_{-458}$,--
7582689,K03097.01,Kepler-431 d,CONFIRMED,6259,129,2020AJ....159..280B,16.16,0.21,2018MNRAS.474.2094A,80,3,,,,671,1092,458,1.08,2022AJ....163..179P,11.92,2055,4,1,--,$671^{+1092}_{-458}$,--
6862721,K01982.01,Kepler-1781 b,CONFIRMED,5363,99,2020AJ....159..280B,9.17,0.09,2021ApJS..255...17S,,,708,80,78,,,,1.95,2020AJ....160..108B,4.89,0,0,0,$708^{+80}_{-78}$,--,--
6779726,K03375.01,Kepler-1918 b,CONFIRMED,5522,100,2020AJ....159..280B,9.11,0.09,2021ApJS..255...17S,,,722,75,71,,,,2.19,2020AJ....160..108B,47.06,0,0,0,$722^{+75}_{-71}$,--,--
9471268,K01835.02,Kepler-326 b,CONFIRMED,5142,65,2020AJ....159..280B,9.56,0.10,2019ApJS..244...21S,8,8,724,108,103,,,,1.25,10.26133/NEA4,2.25,640,0,1,$724^{+108}_{-103}$,$> 506$,Yes
9471268,K01835.01,Kepler-326 c,CONFIRMED,5142,65,2020AJ....159..280B,9.56,0.10,2019ApJS..244...21S,8,8,724,108,103,,,,1.38,10.26133/NEA4,4.58,640,0,1,$724^{+108}_{-103}$,$> 506$,Yes
9471268,K01835.03,Kepler-326 d,CONFIRMED,5142,65,2020AJ....159..280B,9.56,0.10,2019ApJS..244...21S,8,8,724,108,103,,,,1.31,10.26133/NEA4,6.77,640,0,1,$724^{+108}_{-103}$,$> 506$,Yes
10676014,K01797.01,Kepler-954 b,CONFIRMED,4736,71,2020AJ....159..280B,10.68,0.11,2019ApJS..244...21S,4,11,726,220,183,,,,2.16,2022AJ....163..179P,16.78,0,0,1,$726^{+220}_{-183}$,$> 270$,Yes
8832512,K01821.01,Kepler-963 b,CONFIRMED,5383,100,2020AJ....159..280B,9.42,0.09,SantosPrivComm,,,748,80,78,,,,2.64,2020AJ....160..108B,9.98,0,0,0,$748^{+80}_{-78}$,--,--
2581316,K03681.01,Kepler-1514 b,CONFIRMED,5852,109,2020AJ....159..280B,7.87,0.08,2021ApJS..255...17S,69,2,752,372,138,1302,1622,754,11.94,2022AJ....163..179P,217.83,516,0,1,$752^{+372}_{-138}$,$1302^{+1622}_{-754}$,Yes
2581316,K03681.02,Kepler-1514 c,CONFIRMED,5852,109,2020AJ....159..280B,7.87,0.08,2021ApJS..255...17S,69,2,752,372,138,1302,1622,754,1.17,2022AJ....163..179P,10.51,516,4,1,$752^{+372}_{-138}$,$1302^{+1622}_{-754}$,Yes
5531694,K00647.01,Kepler-634 b,CONFIRMED,6272,122,2020AJ....159..280B,nan,nan,,77,3,,,,768,1250,527,2.13,2022AJ....163..179P,5.17,7,0,1,--,$768^{+1250}_{-527}$,--
9634821,K02037.01,Kepler-1995 b,CONFIRMED,4746,77,2020AJ....159..280B,10.80,0.11,2021AJ....161..265D,9,21,770,211,193,,,,3.46,2020AJ....160..108B,73.76,2048,0,1,$770^{+211}_{-193}$,$> 223$,Yes
11551692,K01781.02,Kepler-411 b,CONFIRMED,4920,98,2019ApJS..244...21S,10.32,0.10,2019ApJS..244...21S,4,3,775,163,166,,,,2.2,10.26133/NEA4,3.01,0,4,1,$775^{+163}_{-166}$,$> 396$,Yes
11551692,K01781.01,Kepler-411 c,CONFIRMED,4920,98,2019ApJS..244...21S,10.32,0.10,2019ApJS..244...21S,4,3,775,163,166,,,,3.47,10.26133/NEA4,7.83,0,0,1,$775^{+163}_{-166}$,$> 396$,Yes
11551692,K01781.03,Kepler-411 d,CONFIRMED,4920,98,2019ApJS..244...21S,10.32,0.10,2019ApJS..244...21S,4,3,775,163,166,,,,3.46,10.26133/NEA4,58.02,0,4,1,$775^{+163}_{-166}$,$> 396$,Yes
11446443,K00001.01,Kepler-1 b,CONFIRMED,5730,102,2020AJ....159..280B,nan,nan,,81,3,,,,785,845,419,14.04,2022AJ....163..179P,2.47,0,4,1,--,$785^{+845}_{-419}$,No
7447200,K00676.02,Kepler-210 b,CONFIRMED,4417,74,2020AJ....159..280B,12.10,0.12,2019ApJS..244...21S,9,14,822,265,248,,,,2.86,2022AJ....163..179P,2.45,0,0,1,$822^{+265}_{-248}$,$> 166$,Yes
7447200,K00676.01,Kepler-210 c,CONFIRMED,4417,74,2020AJ....159..280B,12.10,0.12,2019ApJS..244...21S,9,14,822,265,248,,,,4.08,2020AJ....160..108B,7.97,0,0,1,$822^{+265}_{-248}$,$> 166$,Yes
9635606,K02535.01,Kepler-1853 b,CONFIRMED,4781,80,2020AJ....159..280B,10.91,0.11,2019ApJS..244...21S,3,8,828,194,198,,,,1.56,2022AJ....163..179P,48.89,0,4,1,$828^{+194}_{-198}$,$> 305$,Yes
7286173,K01862.01,Kepler-986 b,CONFIRMED,5679,93,2020AJ....159..280B,9.55,0.10,2021ApJS..255...17S,7,5,831,111,86,,,,2.28,2020AJ....160..108B,56.43,0,0,1,$831^{+111}_{-86}$,$> 812$,Yes
10489206,K00251.01,Kepler-125 b,CONFIRMED,3896,77,2020AJ....159..280B,14.39,0.14,2019ApJS..244...21S,19,28,836,397,379,,,,2.64,2022AJ....163..179P,4.16,0,0,1,$836^{+397}_{-379}$,$> 76$,Yes
10489206,K00251.02,Kepler-125 c,CONFIRMED,3896,77,2020AJ....159..280B,14.39,0.14,2019ApJS..244...21S,19,28,836,397,379,,,,0.85,2022AJ....163..179P,5.77,0,0,1,$836^{+397}_{-379}$,$> 76$,Yes
5375194,K01825.01,Kepler-964 b,CONFIRMED,5211,88,2020AJ....159..280B,10.10,0.10,2021ApJS..255...17S,4,12,839,96,101,,,,2.1,2022AJ....163..179P,13.52,0,0,1,$839^{+96}_{-101}$,$> 561$,Yes
7826620,K04268.01,Kepler-1579 b,CONFIRMED,4215,103,2020AJ....159..280B,12.88,0.13,2019ApJS..244...21S,17,20,848,303,302,,,,0.59,10.26133/NEA4,0.85,128,0,1,$848^{+303}_{-302}$,$> 115$,Yes
9527334,K00049.01,Kepler-461 b,CONFIRMED,5839,111,2020AJ....159..280B,8.54,0.09,SantosPrivComm,7,13,853,414,158,,,,3.77,2022AJ....163..179P,8.31,512,0,1,$853^{+414}_{-158}$,$> 620$,Yes
9351316,K02078.01,Kepler-1086 b,CONFIRMED,4332,75,2020AJ....159..280B,12.53,0.13,2019ApJS..244...21S,10,22,854,275,266,,,,2.05,2022AJ....163..179P,18.78,0,0,1,$854^{+275}_{-266}$,$> 144$,Yes
9351316,K02078.02,Kepler-1086 c,CONFIRMED,4332,75,2020AJ....159..280B,12.53,0.13,2019ApJS..244...21S,10,22,854,275,266,,,,3.06,2022AJ....163..179P,161.52,0,0,1,$854^{+275}_{-266}$,$> 144$,Yes
8612275,K02111.01,Kepler-360 b,CONFIRMED,5501,92,2020AJ....159..280B,10.10,0.10,2021ApJS..255...17S,32,14,858,79,76,,,,1.4,2020AJ....160..108B,3.29,0,0,1,$858^{+79}_{-76}$,$> 391$,Yes
8612275,K02111.02,Kepler-360 c,CONFIRMED,5501,92,2020AJ....159..280B,10.10,0.10,2021ApJS..255...17S,32,14,858,79,76,,,,2.24,2020AJ....160..108B,7.19,0,4,1,$858^{+79}_{-76}$,$> 391$,Yes
5688683,K04097.01,Kepler-1939 b,CONFIRMED,4300,58,2020AJ....159..280B,12.70,0.13,2019ApJS..244...21S,12,11,865,276,268,,,,1.05,2022AJ....163..179P,2.79,128,0,1,$865^{+276}_{-268}$,$> 148$,Yes
7659389,K02734.01,Kepler-1872 b,CONFIRMED,4972,91,2020AJ....159..280B,10.61,0.11,2021ApJS..255...17S,,,873,139,162,,,,2.94,2020AJ....160..108B,3.83,0,4,0,$873^{+139}_{-162}$,--,--
4473613,K04803.01,Kepler-1623 b,CONFIRMED,5440,92,2020AJ....159..280B,10.25,0.10,2021ApJS..255...17S,,,875,79,78,,,,1.22,2020AJ....160..108B,4.36,0,0,0,$875^{+79}_{-78}$,--,--
6879171,K04188.01,Kepler-1947 b,CONFIRMED,5634,101,2020AJ....159..280B,10.09,0.10,2021ApJS..255...17S,44,5,893,107,86,,,,0.87,2022AJ....163..179P,6.96,0,0,1,$893^{+107}_{-86}$,$> 301$,Yes
7610663,K04160.01,Kepler-1560 b,CONFIRMED,5536,90,2020AJ....159..280B,10.32,0.10,2021ApJS..255...17S,22,5,895,82,78,,,,0.87,2022AJ....163..179P,3.03,0,0,1,$895^{+82}_{-78}$,$> 579$,Yes
10024701,K02002.01,Kepler-1046 b,CONFIRMED,5611,105,2020AJ....159..280B,10.16,0.10,2021ApJS..255...17S,62,2,896,102,84,1490,1780,804,2.05,10.26133/NEA4,14.38,640,4,1,$896^{+102}_{-84}$,$1490^{+1780}_{-804}$,Yes
6921944,K02114.01,Kepler-1105 b,CONFIRMED,4167,78,2020AJ....159..280B,13.33,0.13,2019ApJS..244...21S,5,12,914,310,320,,,,1.61,2022AJ....163..179P,4.42,0,4,1,$914^{+310}_{-320}$,$> 128$,Yes
10407482,K04255.01,Kepler-1577 b,CONFIRMED,4724,85,2020AJ....159..280B,11.45,0.11,2021ApJS..255...17S,30,14,926,195,233,,,,0.95,2022AJ....163..179P,6.31,0,0,1,$926^{+195}_{-233}$,$> 154$,Yes
4472818,K03878.01,Kepler-1524 b,CONFIRMED,5698,93,2020AJ....159..280B,10.10,0.10,2021ApJS..255...17S,47,2,932,143,100,3058,3359,1741,2.68,2022AJ....163..179P,70.97,0,0,1,$932^{+143}_{-100}$,$3058^{+3359}_{-1741}$,Maybe
3745559,K03423.01,Kepler-1920 b,CONFIRMED,5884,107,2020AJ....159..280B,8.43,0.08,2021ApJS..255...17S,,,933,545,213,,,,2.54,2020AJ....160..108B,30.25,0,0,0,$933^{+545}_{-213}$,--,--
8507475,K04300.01,Kepler-1585 b,CONFIRMED,5260,105,2020AJ....159..280B,10.68,0.11,2021ApJS..255...17S,,,942,88,92,,,,1.36,2020AJ....160..108B,3.58,0,0,0,$942^{+88}_{-92}$,--,--
8591173,K02181.01,Kepler-1804 b,CONFIRMED,4861,86,2020AJ....159..280B,11.13,0.11,2021ApJS..255...17S,,,943,155,202,,,,1.43,2020AJ....160..108B,12.29,0,0,0,$943^{+155}_{-202}$,--,--
6200235,K02350.01,Kepler-1205 b,CONFIRMED,5098,92,2020AJ....159..280B,10.75,0.11,2021ApJS..255...17S,,,946,105,124,,,,1.54,2020AJ....160..108B,1.08,0,4,0,$946^{+105}_{-124}$,--,--
8459663,K04356.01,Kepler-1593 b,CONFIRMED,4577,85,2020AJ....159..280B,12.02,0.12,2019ApJS..244...21S,-8,38,952,225,265,,,,2.63,2022AJ....163..179P,174.51,0,0,1,$952^{+225}_{-265}$,$> 172$,Yes
6263593,K03049.01,Kepler-1418 b,CONFIRMED,4563,137,2019ApJS..244...21S,12.10,0.12,2019ApJS..244...21S,0,12,956,237,288,,,,1.21,10.26133/NEA4,22.48,128,0,1,$956^{+237}_{-288}$,$> 210$,Yes
10002866,K00723.01,Kepler-222 b,CONFIRMED,5169,92,2020AJ....159..280B,10.90,0.11,2021ApJS..255...17S,7,15,981,93,103,,,,3.3,2020AJ....160..108B,3.94,0,4,1,$981^{+93}_{-103}$,$> 478$,Yes
10002866,K00723.03,Kepler-222 c,CONFIRMED,5169,92,2020AJ....159..280B,10.90,0.11,2021ApJS..255...17S,7,15,981,93,103,,,,4.63,2020AJ....160..108B,10.09,0,4,1,$981^{+93}_{-103}$,$> 478$,Yes
10002866,K00723.02,Kepler-222 d,CONFIRMED,5169,92,2020AJ....159..280B,10.90,0.11,2021ApJS..255...17S,7,15,981,93,103,,,,3.57,2020AJ....160..108B,28.08,0,0,1,$981^{+93}_{-103}$,$> 478$,Yes
3657758,K02034.01,Kepler-1065 b,CONFIRMED,5709,114,2020AJ....159..280B,10.32,0.10,2021ApJS..255...17S,,,990,222,118,,,,3.62,2020AJ....160..108B,3.61,0,0,0,$990^{+222}_{-118}$,--,--
10714072,K04024.01,Kepler-1541 b,CONFIRMED,5159,98,2020AJ....159..280B,10.98,0.11,2021ApJS..255...17S,7,12,995,93,104,,,,1.07,2022AJ....163..179P,8.41,0,0,1,$995^{+93}_{-104}$,$> 495$,Yes
7779077,K01842.01,Kepler-1770 b,CONFIRMED,5489,99,2020AJ....159..280B,11.06,0.11,2021ApJS..255...17S,,,1002,84,80,,,,2.58,2020AJ....160..108B,16.84,0,0,0,$1002^{+84}_{-80}$,--,--
11572193,K03109.01,Kepler-1428 b,CONFIRMED,6095,114,2020AJ....159..280B,5.89,0.06,2018MNRAS.474.2094A,-8,7,1005,641,407,,,,3.08,2022AJ....163..179P,10.68,2566,0,1,$1005^{+641}_{-407}$,$> 442$,Yes
8331612,K03318.01,Kepler-1915 b,CONFIRMED,5916,138,2020AJ....159..280B,8.08,0.08,2021ApJS..255...17S,,,1011,806,314,,,,3.83,2020AJ....160..108B,13.84,0,4,0,$1011^{+806}_{-314}$,--,--
7765528,K01840.01,Kepler-972 b,CONFIRMED,6175,122,2020AJ....159..280B,5.52,0.06,2021ApJS..255...17S,72,8,1015,550,403,1231,2152,831,4.25,2020AJ....160..108B,7.04,0,4,1,$1015^{+550}_{-403}$,$1231^{+2152}_{-831}$,Yes
11455428,K03365.01,Kepler-1480 b,CONFIRMED,4973,88,2020AJ....159..280B,11.21,0.11,2021ApJS..255...17S,,,1019,115,158,,,,2.08,2020AJ....160..108B,22.13,0,4,0,$1019^{+115}_{-158}$,--,--
3734418,K02261.01,Kepler-1164 b,CONFIRMED,5056,140,2020AJ....159..280B,11.21,0.11,2019ApJS..244...21S,31,8,1024,105,140,,,,1.08,2022AJ....163..179P,3.98,0,0,1,$1024^{+105}_{-140}$,$> 233$,Yes
6975129,K01628.02,Kepler-312 b,CONFIRMED,6325,139,2020AJ....159..280B,5.64,0.06,2021ApJS..255...17S,71,5,,,,1028,1830,723,1.52,2022AJ....163..179P,1.77,7,0,1,--,$1028^{+1830}_{-723}$,--
6975129,K01628.01,Kepler-312 c,CONFIRMED,6325,139,2020AJ....159..280B,5.64,0.06,2021ApJS..255...17S,71,5,,,,1028,1830,723,3.73,2022AJ....163..179P,19.75,7,0,1,--,$1028^{+1830}_{-723}$,--
6697605,K02851.01,Kepler-1985 b,CONFIRMED,5370,75,2021ApJS..255...17S,11.29,0.11,2021ApJS..255...17S,,,1032,80,80,,,,2.27,10.26133/NEA4,3.42,512,4,0,$1032^{+80}_{-80}$,--,--
9763612,K03465.01,Kepler-1507 b,CONFIRMED,5224,89,2020AJ....159..280B,11.21,0.11,2021ApJS..255...17S,1,7,1033,85,90,,,,0.78,2020AJ....160..108B,16.05,0,0,1,$1033^{+85}_{-90}$,$> 641$,Yes
4173026,K02172.01,Kepler-1801 b,CONFIRMED,5420,97,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1069,81,80,,,,2.9,2020AJ....160..108B,10.44,0,4,0,$1069^{+81}_{-80}$,--,--
4173026,K02172.02,Kepler-1801 c,CONFIRMED,5420,97,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1069,81,80,,,,2.47,2020AJ....160..108B,116.58,0,0,0,$1069^{+81}_{-80}$,--,--
6041734,K02167.01,Kepler-1129 b,CONFIRMED,5742,96,2020AJ....159..280B,10.66,0.11,2013ApJ...775L..11M,32,8,1083,242,135,,,,3.34,2020AJ....160..108B,24.34,2048,4,1,$1083^{+242}_{-135}$,$> 418$,Yes
6041734,K02167.03,Kepler-1129 c,CONFIRMED,5742,96,2020AJ....159..280B,10.66,0.11,2013ApJ...775L..11M,32,8,1083,242,135,,,,2.45,2020AJ....160..108B,76.54,2048,0,1,$1083^{+242}_{-135}$,$> 418$,Yes
8884274,K02868.01,Kepler-1374 b,CONFIRMED,5282,98,2020AJ....159..280B,11.59,0.12,2021ApJS..255...17S,,,1088,81,83,,,,2.14,2020AJ....160..108B,10.65,0,0,0,$1088^{+81}_{-83}$,--,--
7427764,K04364.01,Kepler-1595 b,CONFIRMED,5200,98,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1089,84,89,,,,1.15,2020AJ....160..108B,4.56,0,0,0,$1089^{+84}_{-89}$,--,--
5088400,K04127.01,Kepler-1556 b,CONFIRMED,5424,95,2020AJ....159..280B,11.85,0.12,2021ApJS..255...17S,,,1118,81,81,,,,1.67,2020AJ....160..108B,8.83,0,0,0,$1118^{+81}_{-81}$,--,--
8750043,K02017.01,Kepler-1055 b,CONFIRMED,5538,90,2020AJ....159..280B,11.77,0.12,2021ApJS..255...17S,17,5,1120,93,86,,,,1.15,2022AJ....163..179P,2.3,0,0,1,$1120^{+93}_{-86}$,$> 656$,Yes
11410904,K02171.01,Kepler-1131 b,CONFIRMED,5728,94,2020AJ....159..280B,11.06,0.11,2021ApJS..255...17S,,,1139,232,135,,,,1.47,2020AJ....160..108B,3.53,0,0,0,$1139^{+232}_{-135}$,--,--
10153855,K01981.01,Kepler-1037 b,CONFIRMED,5050,85,2020AJ....159..280B,11.77,0.12,2021ApJS..255...17S,,,1145,88,99,,,,1.27,2020AJ....160..108B,1.06,0,0,0,$1145^{+88}_{-99}$,--,--
4725681,K00817.02,Kepler-236 b,CONFIRMED,3937,78,2020AJ....159..280B,15.32,0.17,2019ApJS..244...21S,17,16,1154,404,454,,,,1.76,2022AJ....163..179P,8.3,0,4,1,$1154^{+404}_{-454}$,$> 84$,Yes
4725681,K00817.01,Kepler-236 c,CONFIRMED,3937,78,2020AJ....159..280B,15.32,0.17,2019ApJS..244...21S,17,16,1154,404,454,,,,2.08,2022AJ....163..179P,23.97,0,0,1,$1154^{+404}_{-454}$,$> 84$,Yes
5184911,K02719.01,Kepler-1324 b,CONFIRMED,4601,82,2020AJ....159..280B,12.53,0.13,2019ApJS..244...21S,16,15,1163,152,306,,,,1.4,2022AJ....163..179P,4.12,0,4,1,$1163^{+152}_{-306}$,$> 180$,Yes
5794240,K00254.01,Kepler-45 b,CONFIRMED,3896,84,2020AJ....159..280B,15.64,0.18,2019ApJS..244...21S,18,30,1177,417,460,,,,11.49,2022AJ....163..179P,2.46,0,0,1,$1177^{+417}_{-460}$,$> 76$,Yes
6305192,K00219.01,Kepler-494 b,CONFIRMED,5958,222,2020AJ....159..280B,9.04,0.09,SantosPrivComm,72,5,1348,981,526,1177,1618,719,7.79,10.26133/NEA4,8.03,646,0,1,$1348^{+981}_{-526}$,$1177^{+1618}_{-719}$,Yes
8229458,K02238.01,Kepler-1152 b,CONFIRMED,4029,76,2020AJ....159..280B,14.79,0.15,2019ApJS..244...21S,13,21,1188,350,473,,,,1.03,2022AJ....163..179P,1.65,0,0,1,$1188^{+350}_{-473}$,$> 95$,Yes
5953297,K02733.01,Kepler-1688 b,CONFIRMED,4762,123,2020AJ....159..280B,12.27,0.12,2019ApJS..244...21S,15,10,1190,117,235,,,,1.45,10.26133/NEA4,5.62,640,4,1,$1190^{+117}_{-235}$,$> 228$,Yes
5812960,K00507.01,Kepler-582 b,CONFIRMED,5242,98,2020AJ....159..280B,12.27,0.12,2021ApJS..255...17S,,,1198,79,81,,,,2.99,2020AJ....160..108B,18.49,0,0,0,$1198^{+79}_{-81}$,--,--
1718958,K04053.01,Kepler-1934 b,CONFIRMED,6284,103,2020AJ....159..280B,9.35,0.09,2021ApJS..255...17S,68,3,,,,1217,2053,835,0.76,2022AJ....163..179P,1.42,1,0,1,--,$1217^{+2053}_{-835}$,--
2302548,K00988.01,Kepler-261 b,CONFIRMED,4913,77,2020AJ....159..280B,12.18,0.12,2019ApJS..244...21S,4,8,1222,88,105,,,,2.09,2022AJ....163..179P,10.38,0,0,1,$1222^{+88}_{-105}$,$> 378$,Yes
